id,spoken_words
9166,Nobody snuggles with Max Power. You strap yourself in and feel the G's.
9167,"And it doesn't stop in the bedroom. Oh no, I'm taking charge. Kids, there's three ways to do things -- the right way, the wrong way, and the Max Power way."
9168,"Yeah, but faster."
9169,"MAX POWER / HE'S THE MAN / WHOSE NAME YOU'D LOVE TO TOUCH / BUT YOU MUSTN'T TOUCH / HIS NAME SOUNDS GOOD IN YOUR EAR / BUT WHEN YOU SAY IT, YOU MUSTN'T FEAR / 'CAUSE HIS NAME CAN BE SAID BY ANYONE..."
9170,You remembered my name!
9171,Mr. Power.
9172,So I want the monogram to read M-A-X P-O-W-
9173,"Max Power doesn't abbreviate. Each letter is as important as the one that preceded it. Maybe more important. No, as important."
9174,"And if you have enough room, add some exclamation points and a pirate flag."
9175,Just takin' care of business.
9176,"Homer Sim-- Uh, Max Power."
9177,"Yeah, isn't it? I got it off a hair dryer."
9178,"Yeah, but I usually have three or four."
9179,Tie good. You like shirt?
9180,"Marge, this is Thai food. From now on, I want it morning, noon and night."
9181,When Trent Steel bought me some.
9182,He's Max Power's oldest and dearest friend.
9183,"Oh, I spit my gum in there."
9184,"No way, this guy's a winner. He has a company that makes computers, or a computer that makes companies... Anyway, you wouldn't understand."
9185,For all of us. Look.
9186,"This is our chance to rub elbows with Springfield's young, hip power couples... Like me and Debbie Pinson."
9187,"Get used to it, honey. From now on, we'll be spelling everything with letters."
9188,Nah. Just park it.
9189,And I counted the pennies in the ashtray.
9190,Maarrge... President Clinton!
9191,"Me, too. Let's sing the Cinderella song."
9192,Uh-oh. Here comes Lorne Michaels. Pretend you don't see him.
9193,"Anyway, Marge. Uh, how do you feel about the economy?"
9194,"So I said ""if this is the house of pancakes, how come I can't eat the walls?"""
9195,"Well, I spend a lot of time on the couch..."
9196,"Hey, no problem."
9197,"Woo, privilege!"
9198,Whuh?!
9199,Give something back? Boo! Get a haircut!
9200,Somebody buy this guy a tree so he'll shut up.
9201,"Hey, stop shoving! I'm Max Power!"
9202,"What's going on, Trent? Where are you taking me?"
9203,"Oh, this is the worst party ever."
9204,"Oh, Marge. I thought it would be fun to be on Springfield's ""A"" list, but these people are nuts."
9205,Sure you can. Buncha no-good do-gooders.
9206,"That's what I'm saying! See Marge, this guy gets it."
9207,Tree-huggers...
9208,"No, I just thought it was cute when you called him..."
9209,I can't lose them!
9210,Eep! Leave me alone! Go swab Begley. He likes it!
9211,I'm free! Woo hoo!
9212,Right after Happy Hour!
9213,"So, Trent, where's the party bus headed now?"
9214,What?
9215,"Yes, I learned you've gotta be yourself. G'night, honey."
9216,"Oh, I almost forgot. While I was at the courthouse, I had them change your name."
9217,Chesty LaRue.
9218,"Just try it for two weeks. If you're not completely satisfied, you can be Busty St. Claire."
9219,Fine. Hooty McBoob it is.
9220,"Sleep tight, Hooty."
9221,"And then the handsome prince realized he had to go to the bathroom really bad. But the evil ogre, Barney, had left the men's room in the most wicked condition. So the prince went out back to the enchanted alley..."
9222,"Sh-sh-sh. Anyway, the prince passed out for a hundred years, until he was awakened by the kiss of a noble raccoon..."
9223,"I'm never eatin' chili again. Ooh, chili!"
9224,"Hmm, what's an ""eltdown?"" Eh."
9225,Door's unlocked.
9226,"Oh, don't make me choose."
9227,"Yeah, I'm going right to the top."
9228,"Uh-uh, no way. I don't want to miss a word."
9229,"I'm picking it up. ""Sala"" seems to mean jerk. And I think ""Manjula"" means some kind of spaceship."
9230,"Oh, they're newlyweds. They'll just talk things out and top it off with some lovin'."
9231,"Hey, they stole our idea! See, look!"
9232,"""I Cherish You, My Precious."" Mm, nah. ""To a heckuva blacksmith."" Nah, I already got him one."
9233,"""You're A-peeling. Let's Never Split."" That's funny 'cause they're monkeys. So long, rejects."
9234,"Mornin', Apu. Still in hot water with the squaw?"
9235,"Oh, she's not gonna leave you right before Valentine's Day. That'd be like going to an air show and leaving before the plane crash."
9236,Sweet mint julep... I'll be at Moe's.
9237,"C'mon, boy. C'mon!"
9238,"Goood dog! Good doggie! ""Tax Hike Approved""? Bad dog. Bad, bad dog."
9239,Now to trim away the fat.
9240,"Outlook. ""Vista."" No. ""Spotlight."" ""Mosaic."" Nah."
9241,"Oh, sorry, Marge, that's in my stockpile. You can have this."
9242,Gimme that!
9243,"Well, don't just gasp, read it."
9244,I used to take out ads like that when we were newlyweds.
9245,"We sold it, didn't we?"
9246,"Yeah, I hate that song."
9247,"Don't worry, honey. I got something really special planned for Valentine's Day."
9248,Wouldn't you like to know?
9249,Everybody's marriage is falling apart except ours. See the problem's communication. Too much communication.
9250,"But Marge, it's worth it. Look, the Taco Bell dog. Yo quiero Ta... Hey, where'd it go? Here boy!"
9251,This Valentine's crap has gone too far.
9252,"And ask yourselves, people, who's to blame for all this?"
9253,"Will you stop it?! It's easy to blame ourselves, but it's even easier to blame Apu. He's makin' us look bad!"
9254,We've gotta stop that traitor Apu.
9255,"C'mon, Apu. Make your move."
9256,I'unno. Gasoline? Axes? I got some stuff in the trunk.
9257,Let's roll.
9258,"Not yet, I'm not. You'll know when I'm driving. And it'll..."
9259,Only till eleven.
9260,Not entirely.
9261,"Oh, baby. We got him now. There's no escape from the airport."
9262,"Hey, look! It's Elton John!"
9263,Not if I can help it. And help it I might.
9264,Mr. John. I'm your biggest fan. I've tape recorded all your songs off the radio.
9265,Uhhhh.
9266,"Sir Elton, my noble friends and I would like to dub you a Knight of the... Grand Concourse."
9267,How the hell should I know? Just get in this cage.
9268,"Not so fast, Apu!"
9269,"We're putting an end to your insane Valentine's rampage. Never again will good, lazy men have to... What the--?"
9270,Oh no you don't!
9271,"Hey, you with the scarf! Stop skywriting!"
9272,I am so sick of that damn code!
9273,"If you won't stop, then I'll stop you!"
9274,Lousy message.
9275,Correction. Kill us both.
9276,Ow! Prickers! Owwww!
9277,Roses. So many roses.
9278,Roses.
9279,"Well, I think I have a collapsed lung, but okay!"
9280,"Oh, no let me out! Let's get outta here!"
9281,You drive. I eat.
9282,I saw Krabappel's butt. I paid.
9283,"C'mon, Mom / Flanders, woman!"
9284,"Ohhh, you suck, Marge."
9285,"Wow. Did you see that thing, Marge? So powerful. So commanding. So forceful and raw. It didn't ask, it just took."
9286,Canyonero...
9287,"Hey, a red one! Can I buy that? Please?"
9288,Will do!
9289,"And that's it, right?"
9290,"But that's not for awhile, right?"
9291,Sweet...
9292,Huh?
9293,"Aw, crap! It's a girl's car. I can't drive this."
9294,Shut up! Screw you guys!
9295,Where's your keys? I'm takin' your car to work.
9296,"Are you saying I'm gay? Because if that's what you think, then just come right out and say it."
9297,Fine.
9298,Sucker.
9299,"A three-chambered peanut! Marge, look what I did! Come quick! Hurry! Marge?"
9300,"Marge, you've been out there all morning."
9301,So... lying on the couch and eating stuff isn't the same if you aren't around to see it.
9302,"Aw, please come in. Maggie smells bad. And the cat wants something, but I don't know what."
9303,"Well, that's a turn-off."
9304,At least I've got a license.
9305,"C'mon, kids, I went too far."
9306,I've seen plays that were more exciting than this. Honest to God. Plays.
9307,I don't wanna pay four bucks to watch some monkey wannabe lay in the sun.
9308,"Don't worry, honey. Daddy will fix that broken animal."
9309,I'm not gonna hurt him. I'm just gonna wake him up.
9310,"Uh-oh. Here's your slingshot, Lisa."
9311,"Don't worry, kids. I know just what to do. Jumanji! Does anything from the movies actually work?"
9312,"Back! Back, I say!"
9313,Oh no. I'm out of popcorn.
9314,You throw your peanuts!
9315,"Ohhh, when will Detroit build a sun roof for the husky gentleman?"
9316,Marge!
9317,"Oh, thank you, God. And thank you Porta-John. You really saved my..."
9318,Who's out there?!
9319,"Oh, I'm gonna die! Jesus, Allah, Buddha, I love you all!"
9320,Nice rhino.
9321,"Oh, no! She's not gonna make it!"
9322,"Ah, give me a minute..."
9323,"Oh, Marge, you saved me!"
9324,Is there anything that guy doesn't know?
9325,"Oh, I'm sure of it!"
9326,"I'd like to read the following statement, but I do so under my own free will. It has come to my attention that NBC sucks. I apologize for misleading you and urge you to watch as many FOX shows as possible. So in summary, NBC bad, FOX good. CBS great."
9327,"19-- 1939?! Oh my God, I've gone back in time!"
9328,I've got to warn everybody about Hitler! And get to the ice cream store!
9329,Shut up! You haven't even been born yet.
9330,"Oh boy, am I glad to see you guys."
9331,Woo hoo! Let's party!
9332,That's no way to address Sir Drinks-A-Lot.
9333,Okay.
9334,"Hey, Marge, what's your favorite radio station?"
9335,"Well, Marge?"
9336,What's your favorite radio station?
9337,"Hey, that's super! See you later."
9338,"Yeah, but it's twice as much as a deadbeat dad."
9339,They know I'm kidding.
9340,"Okay, Bart, it's your turn to pick. Where are we headed? Bowling? Demolition derby? P.J. O'Harrigans? Isn't that a funny name? Huh? Huh?"
9341,"We did a Lisa thing last month. And I'm glad we did, but now I think we should do something normal people would like."
9342,"Go ahead, sweetie."
9343,"Oh, no! Ho, ho. I'm not falling for that again. If it doesn't have Siamese twins in a jar, it's not a fair."
9344,We're gonna go see Marmaduke?
9345,What? And Marmaduke doesn't?
9346,"This is all your fault for trading away your turn. Just for that, no dessert tonight!"
9347,Good ol' government.
9348,Thank God for grave robbers.
9349,Fonzie's jacket!
9350,Who's Fonzie?! Don't they teach you anything in school? He freed the squares.
9351,Where? I don't see that.
9352,Relax. I'm just boning up on the ol' Constitution.
9353,I didn't mean to! Look!
9354,Wha?!
9355,"Finally, a company that understands my needs."
9356,So we're even then?
9357,"It's called caring, Marge."
9358,"Ya gotta admit, Marge, that's a lot more roaming."
9359,"Hey, this is pretty comfortable. That Andy Capp was onto something."
9360,"Just pretend it's a tree, honey. Or as we say at OmniTouch, a Progress Tree."
9361,Wha?! I heard a yell. Did you touch a wire?
9362,"Nothing. They just needed a place to put all the electronic gizmos, and I know how much you like that sciencey stuff so I..."
9363,"Come on, Lisa, try and see this from the OmniTouch Corporation's point of view."
9364,Hm. That thought never occurred to me. Funny how your mind works in a crisis.
9365,"Lisa, what's your favorite movie?"
9366,"That's right, ""The Odd Couple."" So meet your comically mismatched roommate, Bart Simpson."
9367,"Ooh, anything spicy?"
9368,Great. I'm gonna eat mayonnaise!
9369,"Well, well, if it isn't Frick and Frack, Jack and Jill, Fred and Ethel, the Three..."
9370,"Bart, stop squeaking your chair!"
9371,"If you've got to do something, click this pen."
9372,"Hey, that looks like fun."
9373,"You're on! Lisa, you play winner."
9374,"Oh, honey, you missed a great race. Bart was winning, but then he said ""this is stupid"" and he stopped, and I won!"
9375,"Hey, you're mad at me. That wasn't your mayonnaise, was it?"
9376,Maybe you'd feel better if we watched some TV together.
9377,No it's not.
9378,"Oooh, here's something you'd like. ""When Animals Attack Magicians."""
9379,Awful entertaining.
9380,Somebody wants mommy to change baby's diaper.
9381,Yes it is.
9382,Great. Maybe on the way back we can swing by the demolition derby and have a nice talk.
9383,"Well, that's a relief."
9384,"Give it a try, honey."
9385,"It's true. I'm always making clever noises, and she never chuckles at 'em."
9386,"Oh, no you don't. Screw that touchy, queery crap! We'll take the harsh antacids. Nothing's too good for my little girl."
